Product Code,Old Product Code,Manufacturer,Product Description,Unit of Measure,Trade Price,Sell Price,Bar Code,Group Description,Sub Group-1 Description,Sub Group-2 Description
10405234,PIEMSLBAT404ECSLS,PIE,PIEMSLBAT404ECSLS: Middys Slimline LED Batten 36W 4FT Colour Lumen Select Non-Dim,EA,0.00,48.00,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10193810,TRDRSDP1610,TRD,TRDRSDP1610: Roof Hex S/Drill 10G-16 l16mm Galv 100PK,PK,0.00,22.95,9323441038502,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SPECIALITY FASTENERS
10262521,CLI750WPR5-GY,CLI,CLI750WPR5-GY: Infrascan Outdoor 3WIRE 10A - Grey,EA,0.00,109.36,9311554815530,BAKELITE,ELECTRONIC PRODUCTS,PIR SENSOR / SURGE ARRESTOR
10022157,CLI2025XA-WE,CLI,CLI2025XA-WE: Powerpoint 2 Gang Ex SW 10A 250V WH,EA,0.00,30.77,9311554043896,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMBINATIONS
10262260,SYASO3700/30TC/DP2,SYA,SYASO3700/30TC/DP2: LED Oyster 16/8W 310mm 3/4/6K,EA,0.00,41.44,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10031186,NLS30045NLS,NLS,NLS30045NLS: Junction Box 80x60x38 Rect,EA,0.00,1.36,,ENCLOSURES,ADAPTABLE BOXES & J BOXES,ADAPTABLE BOXES & J BOXES
10275373,SYASE7071/50TC2BK,SYA,SYASE7071/50TC2BK: LED Flood Light 50W IP65 Black,EA,0.00,66.41,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED FLOOD LIGHT FITTINGS
10255589,CLIMX9MC332,CLI,CLIMX9MC332: MAX9 MCB 3 POLE C CURVE 6KA 415VAC 32A,EA,0.00,41.43,,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10000823,OME006PLC2,OME,OME006PLC2: Enclosure ABS IP66 100x100x65mm Opaque,EA,0.00,10.22,8017521111230,ENCLOSURES,NON METAL ENCLOSURES,NON-METAL ENCLOSURE
10314557,TDRBESMOKEYV2,TDR,TDRBESMOKEYV2: Smoke Alarm Phelec Surface 240V AC 9Vbup,EA,0.00,34.72,,SIGHT & SOUND PRODUCTS,SMOKE DETECTORS,SMOKE DETECTORS
10307228,SYASE7070/2TC/BK,SYA,SYASE7070/2TC/BK: Twin Spot Stargem IV 2X12W 3/4/5.5K IP54,EA,0.00,61.90,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10064879,TRDA5422,TRD,TRDA5422: Pipe Cement PVC Blue Type N 500ml,EA,0.00,8.81,9343775001027,TAPES  SEALANTS & LUBRICANTS,ADHESIVES/SEALANTS,ADHESIVES/SEALANTS
10110683,TRPEL1.7GY,TRP,TRPEL1.7GY: Power Cord & Plug 1.7M 10A 3PIN Grey,EA,0.00,6.15,9323441006303,CABLE,EXTENSION LEADS,EXTENSION LEADS
10022387,CLI2031HA-WE,CLI,CLI2031HA-WE: Switch 1 Gang Horiz 10A 250V WH,EA,0.00,7.59,9311554044558,BAKELITE,DOMESTIC & ALLIED PRODUCTS,BAKELITE FAST MOVERS
10045520,IPM50201077,IPM,IPM50201077: P5 Cover Concrete NBN Class A,EA,0.00,48.41,,COMMUNICATION,TELSTRA NETWORK PRODUCTS,TELSTRA PIT LIDS
10031908,CLI3045HA-VW,CLI,CLI3045HA-VW: Switch 5 Gang Horiz 10A 250V VW,EA,0.00,47.48,9311554786182,BAKELITE,ICONIC,SWITCHES
10179270,CLIP3HS1400AL-WE,CLI,CLIP3HS1400AL-WE: Ceiling Swp Fan 3 Alu Bld 1400mm,EA,0.00,110.00,9311554809874,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,CEILING SWEEP FANS
10301758,IPMVP0161XA,IPM,IPMVP0161XA: Pit Injection P5 X20 PLT Telstra MK11 BLK,EA,0.00,115.91,,COMMUNICATION,JOINTING,JOINTING PIT CONCRETE/PVC
10003812,MMR05MM-WP64,MMR,MMR05MM-WP64: Wall Plate Brush Cover WH,EA,0.00,13.26,9322190027294,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMP./TELE/TV SOCKETS & PLATES
10187774,TDRPUSWV1G,TDR,TDRPUSWV1G: Switch 1 Gang Vert 16A 250V WH,EA,0.00,9.73,9349703004436,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SWITCHES
10039641,CLI40MIL,CLI,CLI40MIL: Mech 10A 250V VW Intermediate W/LED,EA,0.00,32.89,9311554790424,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10255590,CLIMX9MC340,CLI,CLIMX9MC340: MAX9 MCB 3 POLE C CURVE 6KA 415VAC 40A,EA,0.00,45.81,,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10199695,ETCSD7170RD,ETC,ETCSD7170RD: Cable SDI 16.0mm Red,MT,0.00,5.73,,CABLE,PVC POWER CABLE,SINGLE DOUBLE INSULATED CABLE
10199702,ETCSD7170RD/500,ETC,ETCSD7170RD/500: Cable SDI 16 Sq.Mm 7/1.70 Red 500M Roll,MT,0.00,6.09,,CABLE,PVC POWER CABLE,SINGLE DOUBLE INSULATED CABLE
10376529,NHPMD6RS1630A,NHP,NHPMD6RS1630A:  MOD6+ RCBO 6kA 1P+N 16A C  Curve 30mA TYPE A 3T PIGTAIL,EA,0.00,38.60,6925897500492,CIRCUIT BREAKERS,CB RESIDUAL CURRENT DEVICE,RCD MINIATURE
10204724,OMESM5050,OME,OMESM5050: Cable Cover HD 50x50x1200mm Surface Mt,LN,0.00,68.54,9323441019945,AERIAL CABLE & DISTR. PARTS,CABLE COVER PRODUCTS,CABLE COVER PRODUCTS
10108830,LEGED770/1GPLWE,LEG,LEGED770/1GPLWE: Switch 1 Gang Grid & Plate WH,EA,0.00,6.16,9321001400431,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10106724,CIRE5012,CIR,CIRE5012: Mains Box Fused 100A 1PH ECV1016,EA,0.00,142.43,9323441036157,AERIAL CABLE & DISTR. PARTS,MAINS CONNECTION BOXES,MAINS CONNECTION BOXES
10317957,GDPEZ-GL-AT,GDP,GDPEZ-GL-AT: Clenergy  Commericial Gounding Lug  (Bag 8 Pack 120 Carton 240),EA,0.00,3.69,12-023-00082,POWER SUPPLY,POWER SUPPLY SOLAR,SOLAR MOUNTING BRACKETS
10105773,LENE10PBB-2,LEN,LENE10PBB-2: Fan Ceiling Exhaust 250mm BB/Motor,EA,0.00,33.79,9323441030964,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,EXHAUST FAN & ACCESS. DOMESTIC
10308790,PIE9WB223KA60,PIE,PIE9WB223KA60: LEDBulb 9W B22  930 230V 1PF/6 AU,EA,0.00,3.82,8720169403819,LIGHT SOURCE (LAMPS & TUBES),LED LAMPS,LED LAMPS
10031535,CLI3025C-XB,CLI,CLI3025C-XB: Skin Socket SW Horiz Twin 10A 250V Exbk,EA,0.00,7.16,9311554814953,BAKELITE,ICONIC,PVC PLATES  GRIDS & MECHS
10176314,PIROC4CE7104/500,PIR,PIROC4CE7104/500: Cable Orange Circular 4 C & E 6.0mm 500M,MT,0.00,11.21,9310835904758,CABLE,PVC POWER CABLE,ORANGE CIRCULAR CABLE
10124972,ETCFT2CE7050,ETC,ETCFT2CE7050: Cable Flat 2 Core & Earth 1.5mm TPS,MT,0.00,1.50,,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10212568,ALLT2451,ALL,ALLT2451: Torch Butane Gas Blow Torch Refill 250ml,EA,0.00,9.41,9321758156544,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HAND TOOLS
10176292,ETCOC4CE7085/500,ETC,ETCOC4CE7085/500: Cable Orange Circular 4 C & E 4.0mm,MT,0.00,7.49,,CABLE,PVC POWER CABLE,ORANGE CIRCULAR CABLE
10233323,OMEXLP7-4BK,OME,OMEXLP7-4BK: Heatshrink 7- 3.2mm 1.2MT Black,LN,0.00,4.28,9323441033446,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10167616,SYAMR16/7W/TC,SYA,SYAMR16/7W/TC: LED Lamp MR16 6W 12V 3/4/6K,EA,0.00,11.52,,LIGHT SOURCE (LAMPS & TUBES),LED LAMPS,LED LAMPS
10075075,BBOBBNBNV1,BBO,BBOBBNBNV1: NBN Enclosure Loaded 700HX400WX150D V1,EA,0.00,250.89,,COMMUNICATION,TELSTRA NETWORK PRODUCTS,TELSTRA MISCELLANEOUS
10086798,AUSCD2525WH,AUS,AUSCD2525WH: Cable Duct 25mm x 25mm 4M White,EA,0.00,28.08,9322537020247,PVC DUCTING & FITTINGS,PVC SOLID DUCT & FITTINGS,PVC SOLID DUCT & FITTINGS
10198615,TRDSC16,TRD,TRDSC16: Screw Connector 16mm2,EA,0.00,2.73,9323441036881,CABLE ACCESSORIES,CABLE CONNECTORS,CABLE CONNECTORS
10188035,VNAPVPXHF250SQ,VNA,VNAPVPXHF250SQ: Airbus 250 White Square Exhaust Fan PVPXHF250SQR,EA,0.00,127.43,9339310010623,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,EXHAUST FAN & ACCESS. DOMESTIC
10273597,CLI32ELEDM2-WE,CLI,CLI32ELEDM2-WE: Rotary LED Dimmer Module 30 Series,EA,0.00,52.17,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,CONTROLLERS - DIMMERS / FANS
10031756,CLI3040CEP-VW,CLI,CLI3040CEP-VW: Cable Entry Plate VW,EA,0.00,17.14,9311554792497,BAKELITE,ICONIC,PVC PLATES  GRIDS & MECHS
10204703,OMESM3232,OME,OMESM3232: Cable Cover HD 32x32x1200mm Surface Mt,LN,0.00,44.75,9323441019921,AERIAL CABLE & DISTR. PARTS,CABLE COVER PRODUCTS,CABLE COVER PRODUCTS
10022501,CLI2032VA-WE,CLI,CLI2032VA-WE: Switch 2 Gang Vert 10A 250V WH,EA,0.00,13.94,9311554046460,BAKELITE,DOMESTIC & ALLIED PRODUCTS,BAKELITE FAST MOVERS
10353056,AMPCL6-8,AMP,AMPCL6-8: CABLE LUG 6MM2 M8,EA,0.00,0.65,9323441041533,CABLE ACCESSORIES,CABLE LUGS & LINKS,CABLE LUGS NON-INSULATED
10095518,OMECT380W7C,OME,OMECT380W7C: Cable Tie 380 x 7mm Outdoor (50PK),PK,0.00,11.04,9323441000516,CABLE ACCESSORIES,CABLE TIES,CABLE TIES
10038445,OME40013523,OME,OME40013523: Fluoro Marking Paint 350g Blue Dy-Mark,EA,0.00,8.97,9321126000219,TOOLS  FASTENERS  LADDERS & AC,TOOLS,TOOL ACCESSORIES
10032392,CLI30M35-WE,CLI,CLI30M35-WE: Mech 35A 250V WH,EA,0.00,24.51,9311554054090,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10187735,TDRPUSW3G,TDR,TDRPUSW3G: Switch 3 Gang Horiz 16A 250V WH,EA,0.00,21.61,9349703004511,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SWITCHES
10241078,SYALGS14TC/E27D,SYA,SYALGS14TC/E27D: LED GLS Lamp 12W E27 Tri Colour Dim,EA,0.00,11.60,9328623124165,LIGHT SOURCE (LAMPS & TUBES),LED LAMPS,LED LAMPS
10240529,AMPJB203,AMP,AMPJB203: JUNCTION BOX 20MM THREE WAY BOX 10,EA,0.00,2.28,9323441039097,PVC CONDUIT & FITTINGS,PVC CONDUIT FITTINGS,PVC CONDUIT CONN./FITTINGS
10092243,TBXCOMETEX1-BK,TBX,TBXCOMETEX1-BK: LED Flood 10W CW BLK,EA,0.00,19.95,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED FLOOD LIGHT FITTINGS
10162281,CLIMCB4-163,CLI,CLIMCB4-163: MCB 1 Pole C Curve 4.5KA 250VAC 63A,EA,0.00,5.87,9318795018393,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB DOMESTIC
10081657,CLIC2033VA-WE,CLI,CLIC2033VA-WE: Switch 3 Gang Vert 10A 250V WH,EA,0.00,23.31,9311554324261,BAKELITE,DOMESTIC & ALLIED PRODUCTS,SWITCHES
10199592,PIRSD7050RD,PIR,PIRSD7050RD: Cable SDI 1.5mm Red,MT,0.00,0.87,9310835900767,CABLE,PVC POWER CABLE,SINGLE DOUBLE INSULATED CABLE
10255565,CLIMX9MC110,CLI,CLIMX9MC110: MAX9 MCB 1 POLE C CURVE 6KA 240VAC 10A,EA,0.00,5.43,,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10255631,CLIMX9RC240,CLI,CLIMX9RC240: MAX9 RCCB 2P 40A 30MA A Type,EA,0.00,45.72,,CIRCUIT BREAKERS,CB RESIDUAL CURRENT DEVICE,RCD MINIATURE
10233048,OMEXLP10-4RD,OME,OMEXLP10-4RD: Heatshrink 10- 4.8mm 1.2MT Red,LN,0.00,5.06,9323441031848,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10139314,OMEILSDG1.25RD,OME,OMEILSDG1.25RD: In Line Splice Double Grip Red PK/50,PK,0.00,31.16,9323441026233,CABLE ACCESSORIES,CABLE LUGS & LINKS,CABLE LUGS INSULATED
10320240,AGY1057,AGY,AGY1057: Battery Label Kit,SE,0.00,27.86,,POWER SUPPLY,POWER SUPPLY SOLAR,SOLAR ACCESSORIES
10162278,CLIMCB4-132,CLI,CLIMCB4-132: MCB 1 Pole C Curve 4.5KA 250VAC 32A,EA,0.00,4.83,9318795018362,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB DOMESTIC
10125063,ETCFT2CE7104/500,ETC,ETCFT2CE7104/500: Cable Flat 2 Core & Earth 6mm 500M Roll,MT,0.00,4.94,,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10172147,OMENARH525/50,OME,OMENARH525/50: Nylon Anchor Round Head 5mm x 25mm,PK,0.00,6.57,9323441005856,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,ANCHOR PLUGS/NAIL IN ANCHORS
10039698,CLI40RSM3-VW,CLI,CLI40RSM3-VW: MECH 4 POS ROTARY 10A 250VA OFF-1-2-3,EA,0.00,19.80,9311554812379,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10180881,OMEPBH620,OME,OMEPBH620: Screw Bugle Head 6 x 20mm,PK,0.00,5.09,9323441004217,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SCREWS
10241077,SYALGS14TC/B22D,SYA,SYALGS14TC/B22D: LED GLS Lamp 12W B22 Tri Colour Dim,EA,0.00,11.60,9328623124158,LIGHT SOURCE (LAMPS & TUBES),LED LAMPS,LED LAMPS
10021706,CLI2015-WE,CLI,CLI2015-WE: Powerpoint 1 Gang 10A 250V WH,EA,0.00,8.43,9311554039936,BAKELITE,DOMESTIC & ALLIED PRODUCTS,BAKELITE FAST MOVERS
10039651,CLI40PFM-TN,CLI,CLI40PFM-TN: Mech F To F WH,EA,0.00,5.83,9311554792435,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMP./TELE/TV SOCKETS & PLATES
10086546,TRDCCM4010,TRD,TRDCCM4010: CONDUIT CORR 40MM MD GRY 10M PVC,CL,0.00,46.98,9323441038205,PVC CONDUIT & FITTINGS,PVC CORRUGATED CONDUIT-HD-LD,PVC LIGHT/MED DUTY CORR. COND.
10262741,CLIO3025-BK,CLI,CLIO3025-BK: Socket SW Horiz Twin 10A 250V BK,EA,0.00,37.70,9311554811136,BAKELITE,ICONIC,COMBINATIONS
10225938,IPMVP0160XA,IPM,IPMVP0160XA: Pit Injection P5 X20 PLT Telstra 9900165 BLK,EA,0.00,85.47,,COMMUNICATION,TELSTRA NETWORK PRODUCTS,TELSTRA PITS
10043746,CLI4CC2-WE,CLI,CLI4CC2-WE: Enclosure 2 Mod Surf Mnt WH,EA,0.00,11.09,9318795010892,BAKELITE,CONSUMER FUSE & SWITCHBOARDS,CONSUMER SWITCHBOARD-DIN/PORC.
10179244,REPP3650,REP,REPP3650: Purlmate 3650,EA,0.00,18.48,,BAKELITE,DOMESTIC & ALLIED PRODUCTS,MOUNTING BLOCKS
10124896,ETCFT2C7067,ETC,ETCFT2C7067: Cable Flat 2 Core 2.5mm Twin Active,MT,0.00,2.05,,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10086863,AUSCD5050WH,AUS,AUSCD5050WH: Trunking PVC Maxi Duct 50 x 50mm White,EA,0.00,67.37,9322537022975,PVC DUCTING & FITTINGS,PVC SOLID DUCT & FITTINGS,PVC SOLID DUCT & FITTINGS
10124955,OLXFT2CE1113,OLX,OLXFT2CE1113: Cable Flat 2 Core & Earth 1.0mm,MT,0.00,1.51,9322576240453,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10004607,MMR08MM-F6M,MMR,MMR08MM-F6M: Connector F To RG6 Crimp On,EA,0.00,0.97,9322190003946,AUDIO VISUAL,AUDIO VISUAL CONNECTORS,AUDIO VISUAL CONNECTORS
10067098,HAGADM432T,HAG,HAGADM432T: RCBO 4 Pole C Curve 30MA 6KA 500VAC 32A,EA,0.00,199.10,3250611032977,CIRCUIT BREAKERS,CB RESIDUAL CURRENT DEVICE,RCD MINIATURE
10021714,CLI2015/15-WE,CLI,CLI2015/15-WE: Powerpoint 1 Gang 15A 250V WH,EA,0.00,24.31,9311554040079,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMBINATIONS
10109707,HPMEFD01RDWE,HPM,HPMEFD01RDWE: Ceiling Exhaust Fan Ducted,EA,0.00,110.02,9321001455462,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,EXHAUST FAN & ACCESS. DOMESTIC
10043741,CLI4CC1-WE,CLI,CLI4CC1-WE: Enclosure 1 Mod Surf Mnt WH,EA,0.00,9.10,9318795001364,BAKELITE,CONSUMER FUSE & SWITCHBOARDS,CONSUMER SWITCHBOARD-DIN/PORC.
10199687,ETCSD7170BK/500,ETC,ETCSD7170BK/500: Cable SDI 16 Sq.Mm 7/1.70 Black 500M Rol,MT,0.00,6.09,,CABLE,PVC POWER CABLE,SINGLE DOUBLE INSULATED CABLE
10023730,AUS20HD,AUS,AUS20HD: Conduit PVC Solid 20mm x 4MT Orange,LN,0.00,7.48,9322537007873,PVC CONDUIT & FITTINGS,PVC RIGID CONDUIT,PVC RIGID CONDUIT HEAVY DUTY
10320244,AGY1089,AGY,AGY1089: Genuine Mc4-Evo2 1500V Solar Pv Connecto,SE,0.00,4.69,,POWER SUPPLY,POWER SUPPLY SOLAR,SOLAR ACCESSORIES
10176338,ETCOC4CE7170,ETC,ETCOC4CE7170: Cable Orange Circular 4 C & E 16mm,MT,0.00,24.89,,CABLE,PVC POWER CABLE,ORANGE CIRCULAR CABLE
10068893,OMEALG-01,OME,OMEALG-01: Cable Lubricant 1 Litre,EA,0.00,11.26,9323441003678,TAPES  SEALANTS & LUBRICANTS,LUBRICANTS,LUBRICANTS
10096369,ETCCUTCHARGE,ETC,ETCCUTCHARGE: Cutting Charge Up To 50mmsq Single Core,EA,0.00,154.62,,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS SUPPLIER CHARGES
10240254,ETCFT3CE7050N,ETC,ETCFT3CE7050N: Cable Flat 3 Core & Earth 1.5mm Blue,MT,0.00,2.80,,CABLE,PVC POWER CABLE,FLAT  TPS  POWER CABLE
10000872,OME007PL,OME,OME007PL: Enclosure ABS IP66 125x75x50mm Opaque,EA,0.00,11.64,8017521110158,ENCLOSURES,NON METAL ENCLOSURES,NON-METAL ENCLOSURE
10131073,SUOH1250250,SUO,SUOH1250250: Holesaw Bi-Met Cobalt 25mm (1IN) WH,EA,0.00,19.96,9311963624969,TOOLS  FASTENERS  LADDERS & AC,TOOLS,HOLE SAWS
10219529,OMETTSLBK,OME,OMETTSLBK: Test Tags Self Laminated Black Yearly,PK,0.00,31.69,9323441002923,CABLE ACCESSORIES,TEST TAGS,TEST TAGS
10216906,PHITLD36W840ALTO,PHI,PHITLD36W840ALTO: Lamp Fluoro T8 36W 4000K Cool White,EA,0.00,4.19,8718291254607,LIGHT SOURCE (LAMPS & TUBES),FLUORESCENT LAMPS,FLUORESCENT TUBES
10289358,SYAS9784/312TC/DP2,SYA,SYAS9784/312TC/DP2: LED Panel 18/36W 300X1200Mm,EA,0.00,49.86,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED PANEL LIGHT FITTING
10059354,CLI900/25/16-WE,CLI,CLI900/25/16-WE: Trunking PVC Mini Duct 25 x 16mm White,LN,0.00,17.85,9311554134341,PVC DUCTING & FITTINGS,PVC SOLID DUCT & FITTINGS,PVC SOLID DUCT & FITTINGS
10203657,SYASL9726/40TC/DP,SYA,SYASL9726/40TC/DP: LED Batten W/P 20/42W 1200mm IP65 TC,EA,0.00,55.39,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10187678,TDRPUPP151G,TDR,TDRPUPP151G: Powerpoint 1 Gang 15A 250V WH,EA,0.00,26.47,9349703004757,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMBINATIONS
10120894,ETCFL3C30025GR,ETC,ETCFL3C30025GR: Cable Flex 3 Core 1.5mm Grey,MT,0.00,2.65,,CABLE,PVC POWER CABLE,FLEXIBLE CABLE
10081331,CLIC2025-BK,CLI,CLIC2025-BK: Powerpoint 2 Gang 10A 250V BK,EA,0.00,13.02,9311554318017,BAKELITE,DOMESTIC & ALLIED PRODUCTS,COMBINATIONS
10045721,IPM50201204,IPM,IPM50201204: Gasket Pit Thermoplastic P5 BLK Cubis,EA,0.00,3.86,,COMMUNICATION,TELSTRA NETWORK PRODUCTS,TELSTRA PITS
10188136,OMEPWH1022,OME,OMEPWH1022: Screw Wafer Head 10g 24 x 22mm,PK,0.00,13.96,9323441004491,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SCREWS
10193811,TRDRSDP2012,TRD,TRDRSDP2012: Roof Hex S/Drill 12G-14 l20mm Galv 50PK,PK,0.00,22.90,9323441038519,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SPECIALITY FASTENERS
10038298,OME40,OME,OME40: Cable Gland Nylon 40mm IP68 22-32mm OD,EA,0.00,6.53,9323441000066,CABLE ACCESSORIES,GLANDS,PVC CABLE GLANDS
10176388,OMEOCCQS6-305,OME,OMEOCCQS6-305: Cable RG6 Coax Quad Shield 305M Box BK,MT,0.00,0.46,9323441005238,DATA COMMUNICATION,DATA & COMMS CABLE,COAXIAL CABLE
10292153,LEG418893,LEG,LEG418893: Dx3 Single Module RCBO 16A 30Ma 6Ka Neu/,EA,0.00,35.00,3414972389297,CIRCUIT BREAKERS,CB RESIDUAL CURRENT DEVICE,RCD MINIATURE
10204713,OMESM3838,OME,OMESM3838: Cable Cover HD 38x38x1200mm Surface Mt,LN,0.00,51.67,9323441019938,AERIAL CABLE & DISTR. PARTS,CABLE COVER PRODUCTS,CABLE COVER PRODUCTS
10079456,AUSBU100WH,AUS,AUSBU100WH: Bush 100mm In White,EA,0.00,6.25,,PVC CONDUIT & FITTINGS,PVC CONDUIT FITTINGS,PVC CONDUIT CONN./FITTINGS
10292152,LEG418892,LEG,LEG418892: Dx3 Single Module RCBO 10A 30Ma 6Ka Neu/,EA,0.00,35.00,3414972389273,CIRCUIT BREAKERS,CB RESIDUAL CURRENT DEVICE,RCD MINIATURE
10160090,VNAM4HDLXWH,VNA,VNAM4HDLXWH: Myka 4 Slimline 4 Heat 3-IN-1 White,EA,0.00,190.37,9339310006886,HEATING & AIR MOVEMENT,FANS  AIR MOVEMENT,EXHAUST FAN & ACCESS. DOMESTIC
10255566,CLIMX9MC116,CLI,CLIMX9MC116: MAX9 MCB 1 POLE C CURVE 6KA 240VAC 16A,EA,0.00,5.43,9311554813550,CIRCUIT BREAKERS,MINIATURE CIRCUIT BREAKER,MCB INDUSTRIAL
10382639,RENBL40W,REN,RENBL40W: BATTEN LIGHT CCT  1200 IP20 PA16 3000-5700K 240V,EA,0.00,45.51,,LIGHT FITTINGS,INDUSTRIAL/COMMERCIAL LIGHT FI,INDUSTRIAL/COMMERCIAL LIGHT FI
10120938,ETCFL3C50025GR,ETC,ETCFL3C50025GR: Cable Flex 3 Core 2.5mm Grey,MT,0.00,3.86,,CABLE,PVC POWER CABLE,FLEXIBLE CABLE
10180892,OMEPBH745,OME,OMEPBH745: Screw Bugle Head 7g x 45mm,PK,0.00,8.84,9323441004279,TOOLS  FASTENERS  LADDERS & AC,FASTENERS,SCREWS
10190651,AUSRC25TELWH,AUS,AUSRC25TELWH: Conduit PVC Comms Tel 25mm x 4MT White,LN,0.00,8.68,9322537007941,PVC CONDUIT & FITTINGS,PVC RIGID CONDUIT,PVC RIGID TELECOMMUNICATIONS
10204690,OMESM2525,OME,OMESM2525: Cable Cover HD 25x25x1200mm Surface Mt,LN,0.00,34.41,9323441019914,AERIAL CABLE & DISTR. PARTS,CABLE COVER PRODUCTS,CABLE COVER PRODUCTS
10233150,OMEXLP20-4WH,OME,OMEXLP20-4WH: Heatshrink 20- 9.5mm 1.2MT White,LN,0.00,6.25,9323441032487,CABLE ACCESSORIES,HEATSHRINK,HEAT SHRINK
10320237,AGY1006,AGY,AGY1006: S/S Cable Clips,EA,0.00,0.27,,POWER SUPPLY,POWER SUPPLY SOLAR,SOLAR ACCESSORIES
10027587,RIP25RD,RIP,RIP25RD: Tape PVC Elec 19mm x 20MT Red,EA,0.00,1.50,9323441021382,TAPES  SEALANTS & LUBRICANTS,TAPES,TAPES
10102377,DVDDKJC6UAWH,DVD,DVDDKJC6UAWH: Mech RJ45 Jack C6 WH,EA,0.00,5.75,,DATA COMMUNICATION,CONNECTION METHODS,CONNECTION METHODS
10015436,CLI155,CLI,CLI155: Bracket Stud Horiz Galv,EA,0.00,1.24,9311554036201,BAKELITE,DOMESTIC & ALLIED PRODUCTS,WALL FLOOR BOX & BRACKETS
10095384,OMECT150W3C,OME,OMECT150W3C: Cable Tie 150 x 3.6mm Outdoor (100PK),PK,0.00,6.54,9323441000394,CABLE ACCESSORIES,CABLE TIES,CABLE TIES
10173699,NHPNLGPO15D,NHP,NHPNLGPO15D: P/Point W/P Surf 2g IP53 15A 250V Grey,EA,0.00,34.75,9321807000132,BAKELITE,DOMESTIC & ALLIED PRODUCTS,W/PROOF COMBINATIONS SWITCHES
10034068,PBF32HDSB,PBF,PBF32HDSB: Bend Sweep PVC 32mm x 90D OR 305mm radius,EA,0.00,4.36,9342915000876,PVC CONDUIT & FITTINGS,PVC CONDUIT FITTINGS,PVC CONDUIT CONN./FITTINGS
10108854,LEGED770/2GPLWE,LEG,LEGED770/2GPLWE: Wall Plate 2 Gang Grid & Plate WH,EA,0.00,6.06,9321001400455,BAKELITE,DOMESTIC & ALLIED PRODUCTS,PVC PLATES  GRIDS & MECHS
10337517,PIEECOPL123CSLSEG3,PIE,PIEECOPL123CSLSEG3: ECO PANEL Gen3 1200x300 TRI-Colour 25W/34W Non-Dim CRI80,EA,0.00,54.72,9319250660652,LIGHT FITTINGS,LED LIGHT FITTINGS,LED PANEL LIGHT FITTING
10308180,CLITPDL1C3,CLI,CLITPDL1C3: Downlight LED 750Lm 3K/4K/6K,EA,0.00,14.89,,LIGHT FITTINGS,LED LIGHT FITTINGS,LED LIGHT FITTINGS
10022488,CLI2032HA-WE,CLI,CLI2032HA-WE: Switch 2 Gang Horiz 10A 250V WH,EA,0.00,12.45,9311554046323,BAKELITE,DOMESTIC & ALLIED PRODUCTS,BAKELITE FAST MOVERS
